Client ID,Subscription Product,Program Start Date,Date Closed,Status,Client State,Monthly Income,Welcome Call Complete Date
AFFQB284812,1,3/15/2015,1/0/1900,Client,PA,2375,3/3/2015
AFFQB285813,1,3/3/2015,8/3/2015,Terminated,CA,3040,3/3/2015
TAM2627808,1,3/15/2015,3/6/2015,Rescission,NY,1425,3/2/2015
PJD2623043,0,3/15/2015,1/0/1900,Client,NY,2375,3/3/2015
DEY2629443,1,4/1/2015,12/11/2015,Terminated,AL,1273,3/2/2015
AFFQB285187,0,3/23/2015,1/0/1900,Client,IN,3325,3/3/2015
DCW2627164,1,4/9/2015,5/5/2015,Terminated,OH,3610,3/3/2015
SAC2626095,1,4/3/2015,1/0/1900,Client,AZ,0.95,3/4/2015
ACT2625813,0,3/13/2015,1/0/1900,Client,NY,1900,3/3/2015
GLT2507253,0,4/2/2015,1/0/1900,Client,FL,4275,4/7/2015
AFFQB285903,1,3/13/2015,4/14/2015,Terminated,PA,823.65,3/3/2015
DEM2621090,0,3/6/2015,9/8/2015,Terminated,MD,1421.2,2/24/2015
JOV2627927,1,3/4/2015,1/0/1900,Client,PA,701.1,3/4/2015
JRQ2626437,1,3/6/2015,1/0/1900,Client,MN,2375,3/4/2015
SAC2621732,1,3/20/2015,1/0/1900,Client,MO,2375,3/4/2015
AFFQB285928,1,3/31/2015,3/9/2015,Rescission,OH,2612.5,3/3/2015
AFFQB284364,0,3/6/2015,3/3/2015,Rescission,CA,2375,3/3/2015
AFFQB285922,0,3/15/2015,9/29/2015,Terminated,TX,1425,3/3/2015
TYD2627160,1,3/13/2015,10/1/2015,Terminated,IN,2565,3/3/2015
AFFQB285232,0,3/16/2015,1/0/1900,Client,NE,9025,3/2/2015
JRQ2626149,0,3/6/2015,1/0/1900,Client,NY,2090,3/3/2015
AFFQB285815,0,3/15/2015,1/0/1900,Client,PA,665,3/3/2015
TKC2627775,0,3/12/2015,3/4/2015,Terminated,IN,1805,1/0/1900
AFFQB285699,0,3/22/2015,1/0/1900,Client,CA,4750,3/3/2015
SDL2618076,0,3/13/2015,3/11/2015,Rescission,CA,2280,2/24/2015
CAK2629690,0,3/24/2015,1/0/1900,Client,CA,2375,3/3/2015
SMM2624021,1,3/13/2015,1/0/1900,Client,PA,1330,3/10/2015
AFFQB285804,0,3/13/2015,8/18/2015,Terminated,VA,2470,3/2/2015
DXD2588187,1,3/13/2015,1/0/1900,Client,OK,1710,3/5/2015
SAC2624684,1,4/1/2015,1/0/1900,Client,TX,3800,3/5/2015
AFFQB285574,1,3/30/2015,1/0/1900,Client,FL,1235,3/2/2015
AFFQB285677,0,3/30/2015,1/0/1900,Client,TX,3040,3/2/2015
AFFQB285621,0,3/25/2015,1/0/1900,Client,FL,1045,3/2/2015
AFFQB285572,1,3/6/2015,1/0/1900,Client,NY,2850,3/3/2015
AFFQB285755,0,3/10/2015,3/11/2015,Rescission,CA,1710,3/3/2015
AFFQB282829,0,3/13/2015,1/0/1900,Client,PA,2470,3/3/2015
AFFQB285855,0,4/1/2015,1/0/1900,Client,FL,4587.55,3/3/2015
AFFQB285654,1,3/27/2015,1/0/1900,Client,CA,2280,3/3/2015
SMB2608849,1,3/6/2015,1/0/1900,Client,NM,1425,3/3/2015
MNG2620473,1,3/2/2015,1/0/1900,Client,MO,2375,3/3/2015
SXB2622035,0,3/13/2015,3/10/2015,Rescission,UT,1900,1/0/1900
SXB2626002,0,4/10/2015,1/0/1900,Client,OH,1900,1/0/1900
SXB2628909,0,3/13/2015,5/14/2015,Terminated,NY,1900,1/0/1900
GCS2602086,1,3/20/2015,1/0/1900,Client,AZ,1425,3/16/2015
AFFQB284020,1,4/1/2015,1/0/1900,Client,UT,2121.35,3/3/2015
MXP2629956,0,3/18/2015,4/28/2015,Terminated,FL,1235,3/3/2015
AFFQB285576,0,3/18/2015,1/0/1900,Client,NY,1995,3/3/2015
AFFQB285528,1,3/10/2015,1/0/1900,Client,CA,551,3/3/2015
MBS2603069,1,3/13/2015,1/0/1900,Client,CA,1900,3/4/2015
KXH2612555,1,4/1/2015,1/0/1900,Client,TX,3800,3/3/2015
AFFQB285517,0,3/15/2015,4/14/2015,Terminated,CA,1548.5,3/3/2015
AFFQB284874,1,3/15/2015,1/0/1900,Client,AZ,7283.65,3/3/2015
AFFQB285723,0,3/28/2015,5/26/2015,Terminated,CA,1900,3/3/2015
AFFQB284378,0,3/17/2015,1/0/1900,Client,CA,2375,3/3/2015
TLH2624737,1,3/20/2015,12/14/2015,Terminated,FL,380,3/3/2015
JOV2627787,1,3/4/2015,1/0/1900,Client,CA,2375,3/3/2015
MNG2627772,1,3/6/2015,1/0/1900,Client,TX,3420,3/3/2015
AFFQB285906,0,3/30/2015,3/18/2015,Rescission,NY,3040,3/3/2015
AFFQB285206,0,3/26/2015,11/17/2015,Terminated,CA,6650,3/3/2015
DOK2622874,1,3/25/2015,1/0/1900,Client,TX,3515,3/3/2015
AFFQB285580,1,3/25/2015,1/0/1900,Client,PA,1615,3/3/2015
TAR2560467,1,3/15/2015,1/0/1900,Client,LA,950,3/3/2015
PAG2628079,1,3/13/2015,1/0/1900,Client,MN,2850,3/3/2015
AFFQB285961,0,3/10/2015,1/0/1900,Client,NM,4750,3/3/2015
AFFQB285895,0,3/15/2015,9/8/2015,Terminated,NY,3040,3/3/2015
PAE2630712,1,3/6/2015,1/0/1900,Client,FL,1863.9,3/3/2015
AFFQB285765,1,3/22/2015,1/0/1900,Client,NE,2660,3/3/2015
SMB2630924,1,3/13/2015,4/14/2015,Terminated,NC,3990,3/3/2015
AFFQB282814,0,4/10/2015,3/11/2015,Rescission,CA,1900,2/13/2015
SLM2617947,1,3/12/2015,1/0/1900,Client,MO,2185,3/3/2015
AFFQB284774,0,3/7/2015,1/0/1900,Client,CA,3040,3/3/2015
AFFQB284295,0,3/23/2015,1/0/1900,Client,NY,1425,3/3/2015
WMT2621658,1,4/1/2015,1/0/1900,Client,FL,9103.85,3/3/2015
RCN2614732,1,4/16/2015,1/0/1900,Client,CA,1425,3/3/2015
AFFQB285710,0,3/26/2015,1/0/1900,Client,CA,4085,3/3/2015
DHJ2626795,0,4/14/2015,1/0/1900,Client,AZ,2850,3/3/2015
S1L2614697,0,3/13/2015,7/15/2015,Terminated,TN,1900,3/16/2015
AFFQB285669,0,3/19/2015,3/6/2015,Rescission,MO,7980,3/3/2015
KJM2605796,0,3/13/2015,1/0/1900,Client,AR,1425,1/0/1900
AFFQB284400,0,3/25/2015,1/0/1900,Client,TX,4750,3/3/2015
AFFQB285941,1,3/6/2015,1/0/1900,Client,CA,5510,3/3/2015
AFFQB285391,1,3/20/2015,1/0/1900,Client,FL,3149.25,3/3/2015
CTH2630838,1,3/16/2015,1/0/1900,Client,CA,3800,3/3/2015
JJS2625532,0,3/7/2015,1/0/1900,Client,VA,4750,3/11/2015
AFFQB282866,0,3/13/2015,1/0/1900,Client,TX,3895,3/3/2015
AFFQB285719,0,3/15/2015,1/0/1900,Client,MI,2253.4,3/3/2015
AOC2631170,0,3/14/2015,1/0/1900,Client,NY,3040,3/6/2015
MBS2630724,0,3/20/2015,1/0/1900,Client,CA,2850,3/3/2015
AFFQB281523,1,3/17/2015,1/0/1900,Client,IN,2918.4,3/3/2015
AFFQB285854,0,3/15/2015,1/0/1900,Client,CA,1900,3/3/2015
CAK2615633,1,3/19/2015,1/0/1900,Client,NY,1710,3/3/2015
AFFQB285996,0,3/4/2015,1/0/1900,Client,NC,774.25,3/3/2015
LSD2628684,1,3/13/2015,9/4/2015,Terminated,KY,951.9,3/3/2015
MDJ2614707,0,3/9/2015,1/0/1900,Client,NY,2850,2/20/2015
TRF2626545,1,3/12/2015,1/0/1900,Client,FL,2270.5,3/3/2015
AFFQB285881,0,3/27/2015,5/18/2015,Terminated,OH,2660,3/3/2015
AFFQB285964,0,3/20/2015,1/0/1900,Client,NC,1900,3/3/2015
AFFQB285784,1,3/20/2015,4/1/2015,Terminated,ID,2850,3/3/2015
AFFQB282732,1,4/17/2015,1/0/1900,Client,PA,974.7,3/3/2015
AFFQB285955,0,3/13/2015,1/0/1900,Client,VA,2660,3/3/2015
AFFQB285917,0,3/30/2015,1/0/1900,Client,PA,0.95,3/3/2015
AFFQB284737,0,3/30/2015,1/0/1900,Client,PA,5382.7,3/3/2015
TYD2623359,1,3/20/2015,2/4/2016,Terminated,OH,1900,3/3/2015
AFFQB286048,0,3/25/2015,1/0/1900,Client,NY,570,3/3/2015
AFFQB285394,0,3/11/2015,1/0/1900,Client,NY,3990,3/3/2015
DIM2628257,1,3/13/2015,1/0/1900,Client,MN,5890,3/5/2015
RCN2523510,1,4/4/2015,1/0/1900,Client,CO,1202.7,3/3/2015
AOG2612017,1,3/10/2015,1/0/1900,Client,CA,2280,3/3/2015
AFFQB286032,1,3/14/2015,3/14/2015,Terminated,PA,3420,3/3/2015
SOS2623236,1,3/20/2015,1/0/1900,Client,NY,3800,3/3/2015
MJV2630965,1,3/28/2015,4/22/2015,Terminated,PA,2660,3/4/2015
AFFQB285379,0,3/15/2015,1/0/1900,Client,CA,3800,3/3/2015
DOK2630744,0,3/22/2015,1/0/1900,Client,AZ,1425,3/3/2015
TAA2631452,1,3/6/2015,3/25/2015,Terminated,NY,3040,3/3/2015
TJF2631351,0,3/20/2015,1/0/1900,Client,TX,1900,3/3/2015
AFFQB284298,0,3/13/2015,1/0/1900,Client,ID,2850,3/3/2015
AFFQB286018,0,3/6/2015,1/0/1900,Client,MD,5225,3/3/2015
JLS2596908,0,3/21/2015,5/5/2015,Terminated,MD,831.25,3/3/2015
AFFQB286004,1,4/5/2015,1/0/1900,Client,MO,2755,3/3/2015
DEY2631507,1,3/18/2015,1/0/1900,Client,TX,1900,3/3/2015
AFFQB286083,1,3/20/2015,1/0/1900,Client,MD,3610,3/3/2015
AFFQB286046,0,3/16/2015,1/0/1900,Client,PA,5700,3/3/2015
AFFQB286105,0,3/27/2015,1/0/1900,Client,TX,3589.1,3/3/2015
AFFQB286119,1,3/22/2015,1/0/1900,Client,TX,3791.45,3/3/2015
AFFQB285879,0,3/5/2015,1/0/1900,Client,NM,3230,3/3/2015
AFFQB285753,0,3/10/2015,1/0/1900,Client,CA,4275,3/3/2015
AFFQB286111,0,3/13/2015,1/0/1900,Client,MA,2850,3/3/2015
AFFQB286075,0,3/15/2015,3/9/2015,Rescission,FL,2280,3/3/2015
AFFQB285999,1,3/30/2015,1/0/1900,Client,FL,5130,3/4/2015
AFFQB286107,0,3/15/2015,3/16/2015,Terminated,AZ,2850,3/3/2015
AFFQB285296,0,3/17/2015,4/24/2015,Terminated,NY,2660,3/3/2015
IEU2612491,1,3/6/2015,1/0/1900,Client,UT,3800,2/25/2015
AFFQB286152,1,3/20/2015,1/0/1900,Client,MA,2770.2,3/4/2015
AFFQB286024,1,3/20/2015,1/0/1900,Client,FL,2185,3/3/2015
AFFQB285052,0,3/27/2015,1/0/1900,Client,MA,4275,3/4/2015
CAK2631565,1,3/27/2015,1/0/1900,Client,NC,1900,3/4/2015
AFFQB283120,0,3/20/2015,4/14/2015,Terminated,CA,2470,3/3/2015
AFFQB286158,0,3/30/2015,1/0/1900,Client,OH,2375,3/4/2015
AFFQB283619,1,3/15/2015,1/0/1900,Client,TX,3610,2/27/2015
DVJ2567799,1,3/6/2015,1/0/1900,Client,NY,2280,3/3/2015
ALH2499282,0,4/1/2015,1/0/1900,Client,MI,3610,3/4/2015
PAE2626687,1,3/13/2015,1/0/1900,Client,CA,2945,3/5/2015
ALH2615840,1,3/13/2015,1/0/1900,Client,TX,6175,3/3/2015
GAS2626694,1,3/7/2015,1/4/2016,Terminated,CA,2660,3/4/2015
AFFQB285459,0,3/25/2015,1/0/1900,Client,MA,807.5,3/3/2015
AFFQB285363,0,3/25/2015,4/9/2015,Terminated,TX,2850,3/3/2015
IEU2625649,1,3/6/2015,1/0/1900,Client,PA,3230,2/27/2015
AFFQB286081,0,3/28/2015,1/0/1900,Client,FL,2704.65,3/3/2015
MXA2614151,1,3/9/2015,1/0/1900,Client,AK,1140,3/3/2015
AFFQB285618,0,4/5/2015,1/0/1900,Client,FL,1520,3/3/2015
TYD2613055,0,3/26/2015,1/0/1900,Client,TX,2470,2/19/2015
JJS2631480,0,3/21/2015,6/9/2015,Terminated,NY,2375,3/5/2015
KJH2631614,0,4/14/2015,1/0/1900,Client,MI,1913.3,3/5/2015
AFFQB286069,1,4/6/2015,1/0/1900,Client,FL,1377.5,3/3/2015
JEC2609696,1,4/17/2015,1/0/1900,Client,CA,2280,3/4/2015
KJH2628884,1,4/10/2015,1/0/1900,Client,IA,3800,3/4/2015
DCW2631760,1,4/17/2015,1/0/1900,Client,MN,2280,3/4/2015
TAM2555716,1,3/15/2015,1/0/1900,Client,AZ,1235,3/4/2015
SLM2628444,1,3/14/2015,1/0/1900,Client,OH,3040,3/9/2015
DXD2625476,0,3/6/2015,1/0/1900,Client,TX,3135,4/6/2015
AFFQB286161,0,3/16/2015,1/0/1900,Client,PA,3562.5,3/4/2015
AFFQB286165,0,3/15/2015,4/9/2015,Terminated,TX,3325,3/4/2015
SAC2601577,1,3/28/2015,1/0/1900,Client,TX,4370,3/4/2015
KRJ2608422,1,3/15/2015,1/0/1900,Client,MO,1710,3/6/2015
AFFQB286176,0,3/20/2015,1/0/1900,Client,FL,4750,3/4/2015
IEU2632436,1,3/14/2015,1/0/1900,Client,MO,1615,3/4/2015
R1S2628769,0,3/10/2015,1/0/1900,Client,OH,2850,3/5/2015
JRW2597320,1,3/5/2015,1/0/1900,Client,FL,1995,2/14/2015
MXA2626619,1,3/6/2015,1/0/1900,Client,AL,2850,3/5/2015
JJS2604809,0,3/14/2015,6/26/2015,Terminated,CA,1425,3/5/2015
AFFQB286115,1,3/30/2015,1/0/1900,Client,AR,2660,3/4/2015
AFFQB285396,1,3/25/2015,1/0/1900,Client,AL,826.5,3/4/2015
AFFQB285993,0,3/30/2015,5/20/2015,Terminated,PA,2044.4,3/4/2015
FDB2625902,1,3/5/2015,6/3/2015,Terminated,FL,0.95,3/4/2015
AFFQB285713,0,3/10/2015,3/10/2015,Terminated,OK,5985,3/4/2015
KKS2624468,0,3/30/2015,1/0/1900,Client,CA,1805,3/5/2015
FDL2632550,1,3/16/2015,12/18/2015,Terminated,TN,1995,3/4/2015
AFFQB285875,1,3/25/2015,9/17/2015,Terminated,MO,1900,3/3/2015
AFFQB286157,1,4/15/2015,1/0/1900,Client,NY,2306.6,3/4/2015
AFFQB285891,0,3/30/2015,1/0/1900,Client,TX,7600,3/4/2015
CZS2632649,1,4/3/2015,1/0/1900,Client,MI,1377.5,3/4/2015
PJD2615382,1,3/16/2015,1/0/1900,Client,PA,1900,3/4/2015
KRJ2594367,0,3/15/2015,1/0/1900,Client,CA,1900,3/4/2015
AFFQB278564,0,3/15/2015,1/0/1900,Client,NY,2280,3/4/2015
AFFQB286056,0,3/5/2015,1/0/1900,Client,FL,4275,3/4/2015
AFFQB286143,1,3/30/2015,1/0/1900,Client,AL,3234.75,3/4/2015
AFFQB286196,0,3/15/2015,1/0/1900,Client,NY,4750,3/4/2015
SMB2629299,0,3/10/2015,1/0/1900,Client,ID,2470,3/5/2015
AFFQB286186,1,3/22/2015,3/9/2015,Rescission,MD,3135,3/4/2015
AFFQB285806,0,3/12/2015,10/19/2015,Terminated,CA,1900,3/4/2015
GAS2632496,1,3/13/2015,1/0/1900,Client,OH,1425,3/5/2015
AFFQB286182,0,3/25/2015,7/30/2015,Terminated,TX,6175,3/4/2015
AFFQB286216,0,3/20/2015,1/0/1900,Client,FL,3230,3/4/2015
MXP2631323,1,3/13/2015,1/0/1900,Client,TX,3800,3/3/2015
AFFQB285769,0,4/2/2015,11/18/2015,Terminated,MI,855,3/4/2015
AFFQB285901,0,3/25/2015,3/10/2015,Rescission,PA,1520,3/4/2015
AFFQB285181,1,3/27/2015,1/0/1900,Client,FL,4750,3/4/2015
AFFQB285693,1,3/9/2015,1/0/1900,Client,FL,2090,3/4/2015
AFFQB286148,0,3/15/2015,1/0/1900,Client,FL,950,3/4/2015
AFFQB285882,1,3/20/2015,1/0/1900,Client,TN,0.95,3/4/2015
JAW2632345,1,3/14/2015,11/19/2015,Terminated,FL,2090,3/4/2015
AFFQB284000,0,3/27/2015,1/0/1900,Client,MO,1900,3/4/2015
AFFQB285406,1,3/13/2015,1/0/1900,Client,VA,4767.1,3/4/2015
AFFQB286030,0,3/15/2015,1/0/1900,Client,PA,2850,3/4/2015
JRW2632917,1,4/1/2015,1/0/1900,Client,CO,1615,3/4/2015
RTL2616503,1,3/6/2015,6/10/2015,Terminated,OH,2660,3/4/2015
AFFQB286071,1,3/20/2015,1/0/1900,Client,FL,3800,3/4/2015
SXW2535936,0,3/9/2015,1/0/1900,Client,FL,2375,3/2/2015
AFFQB286266,0,3/15/2015,1/0/1900,Client,PA,4750,3/4/2015
SZS2621786,1,3/14/2015,3/19/2015,Terminated,PA,2850,2/25/2015
CMB2633082,1,3/14/2015,2/1/2016,Terminated,FL,3800,3/4/2015
AFFQB285848,0,3/30/2015,1/0/1900,Client,TX,2090,3/4/2015
CZS2626108,1,3/23/2015,4/29/2015,Terminated,TN,3325,3/3/2015
KEM2632961,1,4/1/2015,3/26/2015,Rescission,TX,1900,3/4/2015
TSC2576325,1,3/13/2015,1/20/2016,Terminated,FL,1520,2/9/2015
AFFQB286201,1,3/30/2015,1/0/1900,Client,AZ,912,3/4/2015
GWL2606607,1,3/21/2015,1/0/1900,Client,TX,3990,3/4/2015
SOS2622286,0,3/13/2015,4/22/2015,Terminated,FL,2660,3/3/2015
EEA2621784,1,3/5/2015,1/0/1900,Client,MN,1368,3/12/2015
AFFQB285051,0,4/10/2015,6/1/2015,Rescission,AZ,5700,3/4/2015
MMS2633097,0,3/14/2015,8/28/2015,Terminated,MD,2384.5,3/4/2015
TAM2627877,0,4/1/2015,1/28/2016,Terminated,NV,3325,3/4/2015
AFFQB286262,0,3/9/2015,1/0/1900,Client,TX,1900,3/4/2015
AFFQB284782,0,4/10/2015,4/9/2015,Terminated,TX,1077.3,3/4/2015
DSS2625529,0,3/25/2015,1/0/1900,Client,NY,2280,3/3/2015
SKW2632293,0,3/14/2015,1/0/1900,Client,MI,4275,3/4/2015
JJS2612801,0,3/6/2015,1/0/1900,Client,TX,4750,3/6/2015
EEA2620557,1,3/4/2015,1/0/1900,Client,AK,2850,3/6/2015
ATJ2631670,1,3/21/2015,1/0/1900,Client,PA,2660,3/4/2015
JCV2628890,1,3/6/2015,1/0/1900,Client,CA,4802.25,3/4/2015
DBN2624811,1,3/16/2015,1/0/1900,Client,FL,3325,3/2/2015
JRQ2631013,1,3/6/2015,1/0/1900,Client,CA,3230,3/10/2015
AFFQB286008,1,4/1/2015,1/0/1900,Client,UT,1330,3/4/2015
DCW2633020,0,4/17/2015,1/0/1900,Client,NY,3325,3/4/2015
GLT2628385,1,3/11/2015,1/0/1900,Client,UT,2204,3/4/2015
KJM2569355,1,3/13/2015,10/28/2015,Terminated,FL,5541.35,3/4/2015
ATJ2613060,1,4/10/2015,1/0/1900,Client,CA,1140,3/9/2015
MMS2601631,0,3/14/2015,1/0/1900,Client,TX,2750.25,2/10/2015
ALB2611350,1,3/15/2015,1/0/1900,Client,FL,570,2/23/2015
AFFQB286334,1,3/20/2015,1/0/1900,Client,FL,1748.95,3/4/2015
AFFQB285233,0,4/1/2015,1/0/1900,Client,TX,5438.75,3/4/2015
AFFQB286099,1,3/22/2015,1/0/1900,Client,AR,2850,3/4/2015
AFFQB285692,0,3/10/2015,1/0/1900,Client,MI,1900,3/2/2015
AFFQB284673,0,3/13/2015,1/0/1900,Client,FL,1900,3/4/2015
AFFQB285970,1,3/30/2015,11/17/2015,Terminated,CA,3800,3/5/2015
AFFQB285646,1,4/20/2015,1/0/1900,Client,MD,3420,3/5/2015
AFFQB285680,1,3/20/2015,9/28/2015,Terminated,LA,1810.7,3/5/2015
AFFQB286335,0,3/25/2015,1/0/1900,Client,OH,1425,3/5/2015
AFFQB282425,0,3/9/2015,3/6/2015,Rescission,MI,2527,3/4/2015
AFFQB286108,0,3/13/2015,1/0/1900,Client,NY,1805,3/4/2015
AFFQB286326,0,3/19/2015,1/0/1900,Client,NY,9500,3/4/2015
JLS2588299,0,3/6/2015,1/0/1900,Client,MI,2280,3/5/2015
KJM2562256,1,3/10/2015,5/22/2015,Terminated,CA,2565,3/5/2015
R1S2632825,1,4/5/2015,1/0/1900,Client,AK,597.55,3/5/2015
AFFQB286139,1,3/20/2015,1/0/1900,Client,MD,1235,3/4/2015
DEY2632684,1,3/10/2015,1/0/1900,Client,TX,2185,3/4/2015
AFFQB286382,1,3/15/2015,1/0/1900,Client,MO,1710,3/5/2015
C1C2630706,1,3/30/2015,5/27/2015,Terminated,MT,950,3/5/2015
AFFQB286142,0,3/27/2015,3/27/2015,Rescission,PA,2660,3/4/2015
AFFQB286336,0,3/13/2015,1/0/1900,Client,CA,2185,3/5/2015
AFFQB286313,0,3/28/2015,4/28/2015,Terminated,CA,2850,3/4/2015
AFFQB286288,1,3/28/2015,4/13/2015,Terminated,FL,3325,3/4/2015
C1B2583017,1,3/13/2015,1/0/1900,Client,FL,2280,3/6/2015
AOC2631747,0,3/6/2015,1/0/1900,Client,MO,2280,3/6/2015
AFFQB286340,0,4/3/2015,1/8/2016,Terminated,CA,3040,3/5/2015
ZAS2629260,0,3/13/2015,3/9/2015,Rescission,NM,2850,3/5/2015
AFFQB284508,0,3/15/2015,1/0/1900,Client,AZ,24700,3/4/2015
AFFQB286310,0,3/15/2015,3/16/2015,Terminated,OK,2660,3/4/2015
AFFQB286117,0,3/15/2015,1/0/1900,Client,CA,4370,3/4/2015
AFFQB286228,0,3/15/2015,1/0/1900,Client,CA,2755,3/4/2015
AFFQB286057,1,3/15/2015,1/0/1900,Client,MI,2375,3/4/2015
AFFQB285734,1,3/15/2015,1/0/1900,Client,NY,1406,3/5/2015
TSC2630793,1,3/13/2015,1/0/1900,Client,NY,2090,3/5/2015
AFFQB286391,0,3/17/2015,1/0/1900,Client,TX,1900,3/5/2015
AFFQB285473,0,3/17/2015,1/0/1900,Client,VA,3895,3/4/2015
AFFQB286295,0,3/18/2015,1/0/1900,Client,NY,1900,3/4/2015
MDJ2634173,1,3/13/2015,1/13/2016,Terminated,CO,2375,3/5/2015
AFFQB286405,0,3/20/2015,1/0/1900,Client,OK,1140,3/5/2015
AFFQB286134,0,3/20/2015,1/0/1900,Client,PA,3040,3/4/2015
DLB2630538,1,3/15/2015,1/0/1900,Client,OH,2375,3/5/2015
AFFQB285636,0,3/20/2015,1/0/1900,Client,TN,3800,3/4/2015
AFFQB285571,0,3/20/2015,1/0/1900,Client,MA,5700,3/5/2015
AFFQB286239,0,3/20/2015,9/22/2015,Terminated,NY,1900,3/4/2015
MXP2630431,1,3/13/2015,1/0/1900,Client,PA,2755,3/5/2015
JBM2631497,0,3/11/2015,3/9/2015,Rescission,SD,3420,1/0/1900
AFFQB285240,0,4/10/2015,1/0/1900,Client,NY,6650,3/4/2015
AFFQB286419,1,3/6/2015,1/0/1900,Client,MD,3800,3/5/2015
AFFQB285334,0,3/15/2015,1/0/1900,Client,TX,1615,3/5/2015
MJE2630603,0,3/13/2015,1/0/1900,Client,CA,845.5,3/5/2015
AFFQB286393,0,4/1/2015,1/0/1900,Client,PA,1710,3/5/2015
AFFQB283642,0,3/27/2015,1/0/1900,Client,NY,3420,3/5/2015
SZS2633409,0,3/27/2015,3/6/2015,Rescission,CO,1140,3/5/2015
AFFQB286091,0,4/3/2015,1/0/1900,Client,PA,3325,3/5/2015
AFFQB286408,0,3/20/2015,1/0/1900,Client,TX,8550,3/5/2015
AFFQB286317,0,3/23/2015,3/26/2015,Rescission,PA,6175,3/5/2015
AFFQB286275,0,3/20/2015,1/0/1900,Client,NY,3325,3/5/2015
AFFQB286100,1,4/3/2015,1/0/1900,Client,AL,1662.5,3/4/2015
AFFQB281886,0,3/15/2015,10/6/2015,Terminated,FL,2466.2,3/6/2015
AFFQB286277,0,4/3/2015,3/30/2015,Rescission,OH,1900,3/4/2015
KEM2634422,1,3/14/2015,1/0/1900,Client,VA,1045,3/5/2015
AFFQB286385,0,4/1/2015,1/0/1900,Client,CA,4750,3/5/2015
AFFQB286141,0,4/20/2015,1/0/1900,Client,CA,1710,3/4/2015
AFFQB282020,0,3/7/2015,10/27/2015,Rescission,FL,2660,3/17/2015
AFFQB286072,0,3/15/2015,1/0/1900,Client,TX,4940,3/5/2015
WMT2629139,1,4/3/2015,1/0/1900,Client,PA,2280,4/7/2015
AFFQB285611,0,3/15/2015,1/0/1900,Client,IN,4750,3/5/2015
AFFQB286356,1,3/30/2015,3/31/2015,Rescission,CA,4359.55,3/4/2015
AFFQB284417,0,4/1/2015,1/0/1900,Client,NC,1235,3/5/2015
AFFQB285155,0,4/12/2015,8/18/2015,Terminated,UT,2850,3/20/2015
AFFQB286150,0,3/30/2015,3/25/2015,Rescission,NY,1710,3/4/2015
AFFQB286409,0,3/19/2015,12/1/2015,Terminated,NY,1767,3/5/2015
JRW2607311,1,3/9/2015,3/20/2015,Terminated,MI,2375,2/18/2015
BAB2619857,0,3/13/2015,4/13/2015,Terminated,CA,1425,3/4/2015
DHJ2626507,0,4/14/2015,3/9/2015,Rescission,CA,1140,3/4/2015
AFFQB284307,1,4/5/2015,5/1/2015,Terminated,MD,5795,3/5/2015
JOV2632960,1,3/13/2015,1/0/1900,Client,CA,2090,3/9/2015
NSD2454068,1,3/30/2015,1/0/1900,Client,TX,3040,3/17/2015
TSC2622345,1,4/19/2015,1/0/1900,Client,TN,4493.5,3/5/2015
AFFQB286416,0,3/19/2015,4/16/2015,Terminated,CA,4750,3/5/2015
TAM2634146,1,3/13/2015,1/0/1900,Client,PA,2850,3/5/2015
AFFQB286401,0,3/28/2015,3/31/2015,Rescission,TX,3800,3/5/2015
AFFQB286435,0,3/30/2015,1/0/1900,Client,CA,5605,3/5/2015
BAB2620392,0,3/16/2015,1/0/1900,Client,VA,2470,3/4/2015
AGT2634179,1,3/6/2015,3/9/2015,Terminated,CA,5225,3/6/2015
TJF2608657,1,3/9/2015,10/29/2015,Terminated,TX,2850,3/3/2015
AFFQB285916,0,3/13/2015,1/0/1900,Client,TX,3800,3/5/2015
AFFQB286444,0,3/15/2015,1/0/1900,Client,CA,12825,3/5/2015
SMP2634571,1,3/6/2015,8/26/2015,Terminated,IA,4370,3/5/2015
DOK2632889,0,3/22/2015,12/3/2015,Terminated,NC,1254.95,3/5/2015
AJG2634449,0,3/13/2015,1/0/1900,Client,CA,1235,3/10/2015
AFFQB285416,1,3/20/2015,1/0/1900,Client,NV,2185,3/5/2015
AFFQB286047,0,3/27/2015,1/0/1900,Client,NY,1995,3/5/2015
AFFQB286496,0,3/15/2015,1/0/1900,Client,MA,3040,3/5/2015
DCW2631987,1,4/17/2015,11/20/2015,Terminated,CA,3040,3/4/2015
ALH2581257,1,3/13/2015,1/0/1900,Client,TX,4275,3/5/2015
DCW2633452,1,4/17/2015,10/2/2015,Terminated,CA,4275,3/5/2015
FDL2634653,1,4/2/2015,3/24/2015,Terminated,UT,3325,3/5/2015
CZS2628806,1,3/30/2015,11/24/2015,Terminated,MA,2078.6,3/5/2015
AFFQB284671,1,3/21/2015,1/0/1900,Client,CA,2394.95,3/5/2015
AFFQB285760,0,3/20/2015,1/0/1900,Client,CA,1425,3/5/2015
AOG2624398,1,3/14/2015,1/0/1900,Client,NY,4750,3/5/2015
VAP2591429,0,3/9/2015,3/25/2015,Terminated,CA,2470,2/24/2015
AFFQB285788,0,3/20/2015,1/0/1900,Client,NY,3384.85,3/5/2015
AFFQB284004,0,3/30/2015,1/0/1900,Client,CA,3040,3/5/2015
